index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,E1,E2,E3,E4,E5,E6,R1,R2,R3,R4,R5,R6,Total_weight
5776,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.978542,0.962218,0.992881,0.956628,0.974818,0.992881,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5777,6,1,2,-1,-1,-1,-1,4,4.32456,4.32456,4.32456,4.32456,4.32456,9.23771,0.359869,0.32997,0.366404,0.36719,0.36335,0.666403,0.9706,0.8637,1.0,0.9996515346499999,1.0,0.995010624384,30.860500385
5778,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.963534,0.9609,0.893651,0.939434,0.888568,0.933118,1.0,0.5162,1.0,0.6838,1.0,1.0,33.127428251
5779,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.982786,0.997804,0.992881,0.944186,0.959914,0.985572,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5780,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.962272,0.939935,0.971489,0.963534,0.937114,0.834088,1.0,0.97043514863,0.999936103,1.0,1.0,0.9992,33.127428251
5781,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.948743,0.970604,0.929105,0.97005,0.96466,0.97005,0.9831024385,1.0,1.0,1.0,0.41169999999999995,1.0,33.127428251
5782,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.972589,0.96981,0.834088,0.949756,0.947947,0.933169,1.0,0.28407480778,0.9992000000000001,0.6073,1.0,0.9244,33.127428251
5783,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.959914,0.991211,0.986277,0.997289,0.987636,0.987636,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5784,1,2,3,-1,-1,-1,-1,-1,5.75369,5.75369,5.75369,5.75369,5.75369,5.75369,0.993382,0.99555,0.918351,0.956628,0.982786,0.974818,1.0,1.0,1.0,1.0,1.0,1.0,34.522143787
5785,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.96466,0.964211,0.97005,0.939935,0.971489,0.961077,0.4117,1.0,1.0,0.97043514863,0.999936103,1.0,33.127428251
5786,1,2,0,-1,-1,-1,-1,-1,5.52124,5.52124,5.52124,5.52124,5.52124,5.52124,0.964211,0.973135,0.937114,0.899682,0.961077,0.972589,1.0,0.276,1.0,0.8943000000000001,1.0,1.0,33.127428251
