index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,R1,R2,R3,R4,R5,R6,Total_weight
931,6,1,1,2,-1,-1,-1,0,6.12595,9.33853,9.33853,9.33853,9.33853,14.285,0.43958573894,0.49849916857,0.7445987654299999,0.6489197530899999,0.332561728395,1.0,57.765115107
932,5,1,1,-1,-1,-1,0,-1,6.12595,6.12595,6.12595,6.12595,11.4656,11.4656,0.49273336054,0.40663580247,0.42669753085999995,0.8664199698299999,0.9922839506200001,1.0,47.435002944
933,3,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.037790876522,1.0,1.0,0.9915123456799999,0.97299382716,1.0,63.453992894
934,6,1,1,2,-1,-1,-1,0,6.12595,9.33853,9.33853,9.33853,9.33853,14.285,0.40586419753,0.91927043153,0.5995370370399999,0.78692445197,0.43132716049,1.0,57.765115107
935,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.5051833806,0.24691358025000001,0.55181658121,0.375,0.6007121452599999,1.0,40.921803529
936,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.035727755626,0.25,1.0,0.9994826586400001,1.0,1.0,58.114329577
937,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.083182122978,0.9899691358,1.0,1.0,1.0,1.0,63.453992894
938,5,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.83954373161,0.999996848,1.0,0.9999222617800001,1.0,1.0,63.453992894
939,6,1,1,2,-1,-1,-1,0,6.12595,9.33853,9.33853,9.33853,9.33853,14.285,0.4744623857,0.111961848407,0.9915123456799999,0.64401962002,0.9988612105300001,1.0,57.765115107
940,6,1,1,2,-1,-1,-1,3,6.12595,9.33853,9.33853,9.33853,9.33853,23.231,0.1211269394,0.18904320987700002,0.9781040719,0.40474750251,0.87178615895,1.0,66.711104907
941,6,1,2,-1,-1,1,-1,0,4.32456,4.32456,4.32456,9.33853,9.33853,14.285,0.27314814815,0.35108024691000006,0.5950944040499999,0.321893624526,0.7037037037,1.0,45.935777804
942,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.27391975309,0.99999940786,1.0,1.0,1.0,1.0,63.453992894
943,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.90363453723,0.9762165699099999,0.46688704187999996,0.3020899659247,0.8357514968399999,0.9924954514473,32.932734377
944,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.0195607424743,0.71990740741,0.99691358025,0.9984567901199999,0.99999798758,0.9945987654321,58.114329577
945,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.66997825202,0.9976851851899999,1.0,1.0,1.0,1.0,63.453992894
946,6,1,2,-1,1,-1,-1,0,4.32456,4.32456,9.33853,9.33853,9.33853,14.285,0.02576796242,0.20949308489000001,0.390321454872,0.8047839506200001,0.328703703704,1.0,50.949752078
947,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.33641975309,0.87660352191,0.9983773387999999,0.99922839506,0.9983773387999999,1.0,58.114329577
948,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.55709876543,0.56710483482,1.0,1.0,0.9978008811000001,1.0,58.114329577
949,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.73729729547,0.99986392601,1.0,0.9583333333299999,0.9999995502500001,1.0,63.453992894
950,4,1,1,-1,-1,2,-1,-1,6.12595,6.12595,6.12595,9.33853,9.33853,9.33853,0.032553333425,0.47169611495999997,0.341049382716,0.70216049383,0.98822353022,0.9954399862389,46.393432871
951,6,1,2,-1,-1,-1,1,0,4.32456,4.32456,4.32456,4.32456,9.33853,14.285,0.046011793457,0.13343366168600002,0.34799382716,0.394511934093,0.310956790123,1.0,40.921803529
952,3,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.54549165546,0.27469135802,1.0,1.0,1.0,1.0,58.114329577
953,6,1,1,-1,-1,-1,-1,0,6.12595,6.12595,6.12595,6.12595,6.12595,11.4656,0.5825617284,0.60433908245,0.332498560648,0.58564814815,0.56095679012,1.0,42.095339627
954,5,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.23867210168,0.69780683571,0.99998418017,1.0,1.0,0.99074074074074,58.114329577
955,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.46432060985,0.96990740741,1.0,1.0,1.0,1.0,63.453992894
956,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.14891975309,0.9983773388,1.0,0.99995010896,1.0,1.0,63.453992894
